SignId,Id,X,Y,Z,Retro,Normalized_retro,angle,distance,UTC
1,37924,33.7872557,-84.4055618,245.064,49601.00,0.00000,0.000,0.000,66090.443
1,37925,33.7872556,-84.4055617,244.983,49087.00,0.00000,0.000,0.000,66090.443
1,37926,33.7872556,-84.4055617,244.897,49087.00,0.00000,0.000,0.000,66090.443
1,37927,33.7872555,-84.4055615,244.818,49344.00,0.00000,0.000,0.000,66090.443
1,37928,33.7872554,-84.4055613,244.738,49344.00,0.00000,0.000,0.000,66090.443
1,37929,33.7872554,-84.4055612,244.656,49087.00,0.00000,0.000,0.000,66090.443
1,37986,33.7872554,-84.4055619,245.244,49344.00,0.00000,0.000,0.000,66090.456
1,37987,33.7872554,-84.4055620,245.160,49344.00,0.00000,0.000,0.000,66090.456
1,37988,33.7872554,-84.4055619,245.079,49344.00,0.00000,0.000,0.000,66090.456
1,37989,33.7872553,-84.4055617,245.000,49344.00,0.00000,0.000,0.000,66090.456
1,37990,33.7872552,-84.4055616,244.920,49344.00,0.00000,0.000,0.000,66090.456
1,37991,33.7872552,-84.4055615,244.838,48830.00,0.00000,0.000,0.000,66090.456
1,37992,33.7872551,-84.4055613,244.758,48830.00,0.00000,0.000,0.000,66090.456
1,37993,33.7872550,-84.4055611,244.679,49344.00,0.00000,0.000,0.000,66090.456
1,38049,33.7872551,-84.4055621,245.257,49858.00,0.00000,0.000,0.000,66090.469
1,38050,33.7872550,-84.4055620,245.178,49087.00,0.00000,0.000,0.000,66090.469
1,38051,33.7872550,-84.4055619,245.098,49601.00,0.00000,0.000,0.000,66090.469
1,38052,33.7872549,-84.4055617,245.019,49087.00,0.00000,0.000,0.000,66090.469
1,38053,33.7872548,-84.4055615,244.941,49344.00,0.00000,0.000,0.000,66090.470
1,38054,33.7872547,-84.4055614,244.863,48830.00,0.00000,0.000,0.000,66090.470
1,38055,33.7872547,-84.4055612,244.784,49087.00,0.00000,0.000,0.000,66090.470
1,38056,33.7872546,-84.4055611,244.704,49344.00,0.00000,0.000,0.000,66090.470
1,38117,33.7872546,-84.4055618,245.196,49344.00,0.00000,0.000,0.000,66090.483
1,38118,33.7872545,-84.4055617,245.117,49601.00,0.00000,0.000,0.000,66090.483
1,38119,33.7872545,-84.4055617,245.038,48316.00,0.00000,0.000,0.000,66090.483
1,38120,33.7872545,-84.4055616,244.960,48830.00,0.00000,0.000,0.000,66090.483
1,38121,33.7872544,-84.4055613,244.883,49087.00,0.00000,0.000,0.000,66090.483
1,38122,33.7872543,-84.4055613,244.804,49344.00,0.00000,0.000,0.000,66090.483
1,38186,33.7872541,-84.4055616,245.059,49087.00,0.00000,0.000,0.000,66090.496
1,38187,33.7872541,-84.4055617,244.979,49344.00,0.00000,0.000,0.000,66090.496
1,38188,33.7872540,-84.4055614,244.905,49087.00,0.00000,0.000,0.000,66090.496
2,37733,33.7872564,-84.4055609,244.502,49344.00,0.00000,0.000,0.000,66090.403
2,37794,33.7872565,-84.4055619,244.940,49344.00,0.00000,0.000,0.000,66090.416
2,37795,33.7872563,-84.4055616,244.860,49087.00,0.00000,0.000,0.000,66090.416
2,37796,33.7872563,-84.4055615,244.775,48830.00,0.00000,0.000,0.000,66090.416
2,37797,33.7872562,-84.4055612,244.693,49344.00,0.00000,0.000,0.000,66090.416
2,37798,33.7872561,-84.4055612,244.607,49344.00,0.00000,0.000,0.000,66090.416
2,37799,33.7872560,-84.4055610,244.525,49344.00,0.00000,0.000,0.000,66090.416
2,37800,33.7872560,-84.4055609,244.439,49344.00,0.00000,0.000,0.000,66090.416
2,37859,33.7872560,-84.4055617,244.964,49344.00,0.00000,0.000,0.000,66090.430
2,37860,33.7872560,-84.4055616,244.880,49087.00,0.00000,0.000,0.000,66090.430
2,37861,33.7872559,-84.4055613,244.801,49344.00,0.00000,0.000,0.000,66090.430
2,37862,33.7872558,-84.4055613,244.716,48830.00,0.00000,0.000,0.000,66090.430
2,37863,33.7872557,-84.4055611,244.634,49087.00,0.00000,0.000,0.000,66090.430
2,37864,33.7872556,-84.4055609,244.553,49087.00,0.00000,0.000,0.000,66090.430
2,37865,33.7872556,-84.4055609,244.468,49087.00,0.00000,0.000,0.000,66090.430
2,37925,33.7872556,-84.4055617,244.983,49087.00,0.00000,0.000,0.000,66090.443
2,37926,33.7872556,-84.4055617,244.897,49087.00,0.00000,0.000,0.000,66090.443
2,37927,33.7872555,-84.4055615,244.818,49344.00,0.00000,0.000,0.000,66090.443
2,37928,33.7872554,-84.4055613,244.738,49344.00,0.00000,0.000,0.000,66090.443
2,37929,33.7872554,-84.4055612,244.656,49087.00,0.00000,0.000,0.000,66090.443
2,37930,33.7872554,-84.4055611,244.572,49601.00,0.00000,0.000,0.000,66090.443
2,37931,33.7872552,-84.4055607,244.495,48830.00,0.00000,0.000,0.000,66090.443
2,37932,33.7872552,-84.4055608,244.410,49087.00,0.00000,0.000,0.000,66090.443
2,37990,33.7872552,-84.4055616,244.920,49344.00,0.00000,0.000,0.000,66090.456
2,37991,33.7872552,-84.4055615,244.838,48830.00,0.00000,0.000,0.000,66090.456
2,37992,33.7872551,-84.4055613,244.758,48830.00,0.00000,0.000,0.000,66090.456
2,37993,33.7872550,-84.4055611,244.679,49344.00,0.00000,0.000,0.000,66090.456
2,37994,33.7872550,-84.4055610,244.598,49087.00,0.00000,0.000,0.000,66090.456
2,37995,33.7872548,-84.4055607,244.521,49344.00,0.00000,0.000,0.000,66090.456
2,37996,33.7872548,-84.4055607,244.439,49087.00,0.00000,0.000,0.000,66090.456
2,38053,33.7872548,-84.4055615,244.941,49344.00,0.00000,0.000,0.000,66090.470
2,38054,33.7872547,-84.4055614,244.863,48830.00,0.00000,0.000,0.000,66090.470
2,38055,33.7872547,-84.4055612,244.784,49087.00,0.00000,0.000,0.000,66090.470
2,38056,33.7872546,-84.4055611,244.704,49344.00,0.00000,0.000,0.000,66090.470
2,38057,33.7872546,-84.4055610,244.623,49601.00,0.00000,0.000,0.000,66090.470
2,38058,33.7872545,-84.4055607,244.548,49087.00,0.00000,0.000,0.000,66090.470
2,38059,33.7872544,-84.4055607,244.467,48573.00,0.00000,0.000,0.000,66090.470
2,38060,33.7872544,-84.4055606,244.386,45232.00,0.00000,0.000,0.000,66090.470
2,38121,33.7872544,-84.4055613,244.883,49087.00,0.00000,0.000,0.000,66090.483
2,38122,33.7872543,-84.4055613,244.804,49344.00,0.00000,0.000,0.000,66090.483
2,38123,33.7872543,-84.4055612,244.726,49344.00,0.00000,0.000,0.000,66090.483
2,38124,33.7872541,-84.4055608,244.654,49087.00,0.00000,0.000,0.000,66090.483
2,38125,33.7872542,-84.4055610,244.568,48830.00,0.00000,0.000,0.000,66090.483
2,38126,33.7872540,-84.4055606,244.496,48830.00,0.00000,0.000,0.000,66090.483
2,38127,33.7872540,-84.4055605,244.417,48573.00,0.00000,0.000,0.000,66090.483
2,38188,33.7872540,-84.4055614,244.905,49087.00,0.00000,0.000,0.000,66090.496
2,38189,33.7872540,-84.4055614,244.825,49344.00,0.00000,0.000,0.000,66090.496
2,38190,33.7872539,-84.4055612,244.749,49087.00,0.00000,0.000,0.000,66090.496
2,38191,33.7872538,-84.4055609,244.676,49344.00,0.00000,0.000,0.000,66090.496
2,38192,33.7872538,-84.4055609,244.597,49344.00,0.00000,0.000,0.000,66090.496
2,38193,33.7872537,-84.4055607,244.521,49344.00,0.00000,0.000,0.000,66090.496
2,38194,33.7872536,-84.4055605,244.446,49087.00,0.00000,0.000,0.000,66090.496
2,38259,33.7872536,-84.4055613,244.852,49087.00,0.00000,0.000,0.000,66090.510
2,38260,33.7872535,-84.4055611,244.776,49344.00,0.00000,0.000,0.000,66090.510
2,38261,33.7872534,-84.4055610,244.700,49344.00,0.00000,0.000,0.000,66090.510
2,38262,33.7872534,-84.4055610,244.623,49344.00,0.00000,0.000,0.000,66090.510
2,38263,33.7872533,-84.4055607,244.550,49087.00,0.00000,0.000,0.000,66090.510
2,38264,33.7872532,-84.4055606,244.474,49087.00,0.00000,0.000,0.000,66090.510
2,38265,33.7872532,-84.4055605,244.397,48830.00,0.00000,0.000,0.000,66090.510
2,38324,33.7872531,-84.4055612,244.800,48830.00,0.00000,0.000,0.000,66090.523
2,38325,33.7872531,-84.4055611,244.725,48830.00,0.00000,0.000,0.000,66090.523
2,38326,33.7872530,-84.4055609,244.650,49087.00,0.00000,0.000,0.000,66090.523
2,38327,33.7872529,-84.4055607,244.579,49344.00,0.00000,0.000,0.000,66090.523
2,38328,33.7872528,-84.4055605,244.506,49087.00,0.00000,0.000,0.000,66090.523
2,38329,33.7872528,-84.4055605,244.427,49344.00,0.00000,0.000,0.000,66090.523
2,38388,33.7872527,-84.4055611,244.752,49087.00,0.00000,0.000,0.000,66090.536
2,38389,33.7872526,-84.4055610,244.678,49344.00,0.00000,0.000,0.000,66090.536
2,38390,33.7872525,-84.4055607,244.608,49087.00,0.00000,0.000,0.000,66090.536
2,38391,33.7872525,-84.4055605,244.536,49344.00,0.00000,0.000,0.000,66090.536
2,38392,33.7872524,-84.4055605,244.461,49087.00,0.00000,0.000,0.000,66090.536
2,38454,33.7872522,-84.4055608,244.636,49087.00,0.00000,0.000,0.000,66090.550
2,38455,33.7872521,-84.4055607,244.564,49601.00,0.00000,0.000,0.000,66090.550
2,38456,33.7872520,-84.4055605,244.493,49087.00,0.00000,0.000,0.000,66090.550
3,38116,33.7872547,-84.4055620,245.273,49601.00,0.00000,0.000,0.000,66090.483
3,38117,33.7872546,-84.4055618,245.196,49344.00,0.00000,0.000,0.000,66090.483
3,38118,33.7872545,-84.4055617,245.117,49601.00,0.00000,0.000,0.000,66090.483
3,38119,33.7872545,-84.4055617,245.038,48316.00,0.00000,0.000,0.000,66090.483
3,38120,33.7872545,-84.4055616,244.960,48830.00,0.00000,0.000,0.000,66090.483
3,38121,33.7872544,-84.4055613,244.883,49087.00,0.00000,0.000,0.000,66090.483
3,38122,33.7872543,-84.4055613,244.804,49344.00,0.00000,0.000,0.000,66090.483
3,38183,33.7872543,-84.4055620,245.289,48059.00,0.00000,0.000,0.000,66090.496
3,38184,33.7872543,-84.4055619,245.212,48830.00,0.00000,0.000,0.000,66090.496
3,38185,33.7872542,-84.4055618,245.135,49087.00,0.00000,0.000,0.000,66090.496
3,38186,33.7872541,-84.4055616,245.059,49087.00,0.00000,0.000,0.000,66090.496
3,38187,33.7872541,-84.4055617,244.979,49344.00,0.00000,0.000,0.000,66090.496
3,38188,33.7872540,-84.4055614,244.905,49087.00,0.00000,0.000,0.000,66090.496
3,38189,33.7872540,-84.4055614,244.825,49344.00,0.00000,0.000,0.000,66090.496
3,38254,33.7872539,-84.4055619,245.230,49344.00,0.00000,0.000,0.000,66090.509
3,38255,33.7872538,-84.4055616,245.156,49087.00,0.00000,0.000,0.000,66090.509
3,38256,33.7872538,-84.4055618,245.076,49344.00,0.00000,0.000,0.000,66090.509
3,38257,33.7872537,-84.4055615,245.003,49087.00,0.00000,0.000,0.000,66090.509
3,38258,33.7872536,-84.4055614,244.927,48830.00,0.00000,0.000,0.000,66090.509
3,38259,33.7872536,-84.4055613,244.852,49087.00,0.00000,0.000,0.000,66090.510
3,38318,33.7872535,-84.4055619,245.247,49601.00,0.00000,0.000,0.000,66090.523
3,38319,33.7872534,-84.4055618,245.171,49087.00,0.00000,0.000,0.000,66090.523
3,38320,33.7872534,-84.4055617,245.097,49344.00,0.00000,0.000,0.000,66090.523
3,38321,33.7872533,-84.4055616,245.021,49087.00,0.00000,0.000,0.000,66090.523
3,38322,33.7872533,-84.4055615,244.948,49087.00,0.00000,0.000,0.000,66090.523
3,38323,33.7872531,-84.4055612,244.877,48573.00,0.00000,0.000,0.000,66090.523
3,38381,33.7872531,-84.4055618,245.266,49858.00,0.00000,0.000,0.000,66090.536
3,38382,33.7872530,-84.4055616,245.194,48830.00,0.00000,0.000,0.000,66090.536
3,38383,33.7872529,-84.4055615,245.121,49087.00,0.00000,0.000,0.000,66090.536
3,38384,33.7872529,-84.4055616,245.044,49344.00,0.00000,0.000,0.000,66090.536
3,38385,33.7872529,-84.4055614,244.972,49087.00,0.00000,0.000,0.000,66090.536
3,38386,33.7872528,-84.4055613,244.899,48830.00,0.00000,0.000,0.000,66090.536
3,38445,33.7872527,-84.4055618,245.285,48573.00,0.00000,0.000,0.000,66090.549
3,38446,33.7872526,-84.4055617,245.213,49601.00,0.00000,0.000,0.000,66090.549
3,38447,33.7872525,-84.4055615,245.142,49344.00,0.00000,0.000,0.000,66090.549
3,38448,33.7872525,-84.4055615,245.069,49087.00,0.00000,0.000,0.000,66090.549
3,38449,33.7872525,-84.4055614,244.996,49344.00,0.00000,0.000,0.000,66090.549
3,38450,33.7872524,-84.4055613,244.923,49344.00,0.00000,0.000,0.000,66090.549
3,38451,33.7872524,-84.4055612,244.852,49087.00,0.00000,0.000,0.000,66090.549
3,38513,33.7872522,-84.4055617,245.232,49344.00,0.00000,0.000,0.000,66090.563
3,38514,33.7872522,-84.4055616,245.160,49344.00,0.00000,0.000,0.000,66090.563
3,38515,33.7872521,-84.4055615,245.089,49087.00,0.00000,0.000,0.000,66090.563
3,38516,33.7872521,-84.4055614,245.018,48830.00,0.00000,0.000,0.000,66090.563
3,38517,33.7872520,-84.4055613,244.947,49601.00,0.00000,0.000,0.000,66090.563
3,38580,33.7872518,-84.4055615,245.181,48830.00,0.00000,0.000,0.000,66090.576
3,38581,33.7872517,-84.4055614,245.111,49087.00,0.00000,0.000,0.000,66090.576
3,38582,33.7872517,-84.4055614,245.041,49601.00,0.00000,0.000,0.000,66090.576
3,38583,33.7872516,-84.4055612,244.973,49344.00,0.00000,0.000,0.000,66090.576
3,38648,33.7872514,-84.4055615,245.133,49344.00,0.00000,0.000,0.000,66090.589
3,38649,33.7872513,-84.4055614,245.065,48830.00,0.00000,0.000,0.000,66090.589
3,38650,33.7872512,-84.4055611,244.999,48830.00,0.00000,0.000,0.000,66090.589
3,38713,33.7872509,-84.4055613,245.090,48573.00,0.00000,0.000,0.000,66090.603
3,38714,33.7872509,-84.4055612,245.022,49858.00,0.00000,0.000,0.000,66090.603
4,38387,33.7872527,-84.4055611,244.827,49087.00,0.00000,0.000,0.000,66090.536
4,38388,33.7872527,-84.4055611,244.752,49087.00,0.00000,0.000,0.000,66090.536
4,38389,33.7872526,-84.4055610,244.678,49344.00,0.00000,0.000,0.000,66090.536
4,38390,33.7872525,-84.4055607,244.608,49087.00,0.00000,0.000,0.000,66090.536
4,38391,33.7872525,-84.4055605,244.536,49344.00,0.00000,0.000,0.000,66090.536
4,38392,33.7872524,-84.4055605,244.461,49087.00,0.00000,0.000,0.000,66090.536
4,38445,33.7872527,-84.4055618,245.285,48573.00,0.00000,0.000,0.000,66090.549
4,38446,33.7872526,-84.4055617,245.213,49601.00,0.00000,0.000,0.000,66090.549
4,38447,33.7872525,-84.4055615,245.142,49344.00,0.00000,0.000,0.000,66090.549
4,38448,33.7872525,-84.4055615,245.069,49087.00,0.00000,0.000,0.000,66090.549
4,38449,33.7872525,-84.4055614,244.996,49344.00,0.00000,0.000,0.000,66090.549
4,38450,33.7872524,-84.4055613,244.923,49344.00,0.00000,0.000,0.000,66090.549
4,38451,33.7872524,-84.4055612,244.852,49087.00,0.00000,0.000,0.000,66090.549
4,38452,33.7872523,-84.4055610,244.781,49344.00,0.00000,0.000,0.000,66090.550
4,38453,33.7872523,-84.4055610,244.707,48830.00,0.00000,0.000,0.000,66090.550
4,38454,33.7872522,-84.4055608,244.636,49087.00,0.00000,0.000,0.000,66090.550
4,38455,33.7872521,-84.4055607,244.564,49601.00,0.00000,0.000,0.000,66090.550
4,38456,33.7872520,-84.4055605,244.493,49087.00,0.00000,0.000,0.000,66090.550
4,38513,33.7872522,-84.4055617,245.232,49344.00,0.00000,0.000,0.000,66090.563
4,38514,33.7872522,-84.4055616,245.160,49344.00,0.00000,0.000,0.000,66090.563
4,38515,33.7872521,-84.4055615,245.089,49087.00,0.00000,0.000,0.000,66090.563
4,38516,33.7872521,-84.4055614,245.018,48830.00,0.00000,0.000,0.000,66090.563
4,38517,33.7872520,-84.4055613,244.947,49601.00,0.00000,0.000,0.000,66090.563
4,38518,33.7872520,-84.4055611,244.877,48830.00,0.00000,0.000,0.000,66090.563
4,38519,33.7872519,-84.4055611,244.805,49601.00,0.00000,0.000,0.000,66090.563
4,38520,33.7872519,-84.4055609,244.735,49087.00,0.00000,0.000,0.000,66090.563
4,38521,33.7872518,-84.4055608,244.666,49601.00,0.00000,0.000,0.000,66090.563
4,38522,33.7872517,-84.4055606,244.595,49601.00,0.00000,0.000,0.000,66090.563
4,38523,33.7872517,-84.4055605,244.524,49087.00,0.00000,0.000,0.000,66090.563
4,38580,33.7872518,-84.4055615,245.181,48830.00,0.00000,0.000,0.000,66090.576
4,38581,33.7872517,-84.4055614,245.111,49087.00,0.00000,0.000,0.000,66090.576
4,38582,33.7872517,-84.4055614,245.041,49601.00,0.00000,0.000,0.000,66090.576
4,38583,33.7872516,-84.4055612,244.973,49344.00,0.00000,0.000,0.000,66090.576
4,38584,33.7872516,-84.4055611,244.903,49087.00,0.00000,0.000,0.000,66090.576
4,38585,33.7872515,-84.4055609,244.834,49087.00,0.00000,0.000,0.000,66090.576
4,38586,33.7872515,-84.4055609,244.763,48830.00,0.00000,0.000,0.000,66090.576
4,38587,33.7872514,-84.4055607,244.697,48573.00,0.00000,0.000,0.000,66090.576
4,38588,33.7872513,-84.4055606,244.626,48830.00,0.00000,0.000,0.000,66090.576
4,38589,33.7872513,-84.4055606,244.553,49601.00,0.00000,0.000,0.000,66090.576
4,38648,33.7872514,-84.4055615,245.133,49344.00,0.00000,0.000,0.000,66090.589
4,38649,33.7872513,-84.4055614,245.065,48830.00,0.00000,0.000,0.000,66090.589
4,38650,33.7872512,-84.4055611,244.999,48830.00,0.00000,0.000,0.000,66090.589
4,38651,33.7872512,-84.4055611,244.928,48573.00,0.00000,0.000,0.000,66090.589
4,38652,33.7872511,-84.4055609,244.863,49344.00,0.00000,0.000,0.000,66090.589
4,38653,33.7872511,-84.4055610,244.790,49087.00,0.00000,0.000,0.000,66090.589
4,38654,33.7872510,-84.4055608,244.723,49087.00,0.00000,0.000,0.000,66090.590
4,38655,33.7872510,-84.4055606,244.657,49087.00,0.00000,0.000,0.000,66090.590
4,38656,33.7872509,-84.4055605,244.587,48573.00,0.00000,0.000,0.000,66090.590
4,38713,33.7872509,-84.4055613,245.090,48573.00,0.00000,0.000,0.000,66090.603
4,38714,33.7872509,-84.4055612,245.022,49858.00,0.00000,0.000,0.000,66090.603
4,38715,33.7872508,-84.4055612,244.953,49344.00,0.00000,0.000,0.000,66090.603
4,38716,33.7872508,-84.4055610,244.887,48059.00,0.00000,0.000,0.000,66090.603
4,38717,33.7872507,-84.4055609,244.820,49601.00,0.00000,0.000,0.000,66090.603
4,38718,33.7872506,-84.4055608,244.754,49087.00,0.00000,0.000,0.000,66090.603
4,38719,33.7872506,-84.4055606,244.688,49344.00,0.00000,0.000,0.000,66090.603
4,38720,33.7872505,-84.4055605,244.620,48316.00,0.00000,0.000,0.000,66090.603
4,38775,33.7872504,-84.4055611,245.048,48316.00,0.00000,0.000,0.000,66090.616
4,38776,33.7872504,-84.4055611,244.981,49601.00,0.00000,0.000,0.000,66090.616
4,38777,33.7872504,-84.4055610,244.915,48830.00,0.00000,0.000,0.000,66090.616
4,38778,33.7872503,-84.4055607,244.852,48316.00,0.00000,0.000,0.000,66090.616
4,38779,33.7872503,-84.4055608,244.783,48059.00,0.00000,0.000,0.000,66090.616
4,38780,33.7872502,-84.4055606,244.718,46517.00,0.00000,0.000,0.000,66090.616
5,40662,33.7872594,-84.4056250,245.123,46517.00,0.00000,0.000,0.000,66091.029
5,40663,33.7872594,-84.4056249,245.033,48830.00,0.00000,0.000,0.000,66091.029
5,40664,33.7872593,-84.4056247,244.942,48830.00,0.00000,0.000,0.000,66091.029
5,40665,33.7872592,-84.4056246,244.849,49344.00,0.00000,0.000,0.000,66091.029
5,40666,33.7872591,-84.4056245,244.759,49087.00,0.00000,0.000,0.000,66091.029
5,40720,33.7872590,-84.4056249,245.141,48830.00,0.00000,0.000,0.000,66091.042
5,40721,33.7872589,-84.4056246,245.053,48830.00,0.00000,0.000,0.000,66091.042
5,40722,33.7872589,-84.4056249,244.958,49087.00,0.00000,0.000,0.000,66091.042
5,40723,33.7872588,-84.4056246,244.871,49087.00,0.00000,0.000,0.000,66091.042
5,40724,33.7872587,-84.4056244,244.781,49344.00,0.00000,0.000,0.000,66091.042
5,40725,33.7872586,-84.4056243,244.691,48830.00,0.00000,0.000,0.000,66091.042
5,40783,33.7872585,-84.4056249,245.159,48830.00,0.00000,0.000,0.000,66091.055
5,40784,33.7872585,-84.4056248,245.070,48830.00,0.00000,0.000,0.000,66091.055
5,40785,33.7872584,-84.4056247,244.981,49087.00,0.00000,0.000,0.000,66091.055
5,40786,33.7872583,-84.4056245,244.894,49087.00,0.00000,0.000,0.000,66091.055
5,40787,33.7872583,-84.4056245,244.802,49087.00,0.00000,0.000,0.000,66091.055
5,40788,33.7872582,-84.4056244,244.714,48573.00,0.00000,0.000,0.000,66091.055
5,40841,33.7872583,-84.4056253,245.262,49087.00,0.00000,0.000,0.000,66091.068
5,40842,33.7872581,-84.4056250,245.176,48830.00,0.00000,0.000,0.000,66091.068
5,40843,33.7872580,-84.4056248,245.090,49087.00,0.00000,0.000,0.000,66091.069
5,40844,33.7872580,-84.4056248,245.002,48573.00,0.00000,0.000,0.000,66091.069
5,40845,33.7872579,-84.4056247,244.914,49344.00,0.00000,0.000,0.000,66091.069
5,40846,33.7872579,-84.4056245,244.827,49344.00,0.00000,0.000,0.000,66091.069
5,40847,33.7872578,-84.4056244,244.740,49087.00,0.00000,0.000,0.000,66091.069
5,40902,33.7872577,-84.4056251,245.281,49344.00,0.00000,0.000,0.000,66091.082
5,40903,33.7872577,-84.4056250,245.195,48830.00,0.00000,0.000,0.000,66091.082
5,40904,33.7872577,-84.4056250,245.107,49087.00,0.00000,0.000,0.000,66091.082
5,40905,33.7872575,-84.4056247,245.023,49087.00,0.00000,0.000,0.000,66091.082
5,40906,33.7872575,-84.4056248,244.935,48573.00,0.00000,0.000,0.000,66091.082
5,40907,33.7872574,-84.4056244,244.852,48830.00,0.00000,0.000,0.000,66091.082
5,40908,33.7872573,-84.4056243,244.767,49087.00,0.00000,0.000,0.000,66091.082
5,40965,33.7872574,-84.4056253,245.382,45746.00,0.00000,0.000,0.000,66091.095
5,40966,33.7872573,-84.4056250,245.300,49087.00,0.00000,0.000,0.000,66091.095
5,40967,33.7872572,-84.4056249,245.215,48830.00,0.00000,0.000,0.000,66091.095
5,40968,33.7872572,-84.4056249,245.129,49087.00,0.00000,0.000,0.000,66091.095
5,40969,33.7872571,-84.4056248,245.044,48573.00,0.00000,0.000,0.000,66091.095
5,40970,33.7872570,-84.4056246,244.960,49087.00,0.00000,0.000,0.000,66091.095
5,40971,33.7872569,-84.4056244,244.877,49087.00,0.00000,0.000,0.000,66091.095
5,40972,33.7872569,-84.4056244,244.792,49344.00,0.00000,0.000,0.000,66091.095
